hand,board
"2s,4s","9s,6s,Ad"
"Kc,Js","6h,Tc,5h,6s,3s"
"Qs,9c","7c,3c,4s,Ts,Jc"
"7h,6h","5h,Kc,6s,8s,8d"
"6s,9h","Jh,Ad,5s"
"Jc,5h","7s,Kd,Qc,Tc"
"As,Jc","Ks,6h,8d,7d"
"3c,9d","Qd,Ac,Ks,4c"
"7d,Jh","Th,As,Qc,Ad,Tc"
"4d,2h","Js,Jc,Jd,2s"
"As,3s","Kd,9s,Th,3c,7s"
"Ks,2d","3s,6s,Qs,Qc,Td"
"2h,3h","Ts,8s,Qh,5s,7d"
"3s,2s","Jh,4c,Kd"
"5c,2c","5s,7d,7c,4h"
"2c,Tc","7c,7d,8h,6c,5h"
"7c,Ks","Kh,Ah,5h,Tc,Jd"
"5s,3d","6c,3c,Qh"
"8s,2s","8h,6d,8d,6h"
"Qc,Ah","3h,7c,7h"
"2s,2d","9d,7s,8c"
"2h,Ad","8h,4h,Ks"
"7s,9d","3d,2c,Kc,Ts,5s"
"As,Qs","7c,6d,Jh"
"2d,Jd","8s,6h,Ts,Js"
"5c,Th","8d,3d,3c"
"9h,Qc","Ac,Kc,3s,Qd"
"Ks,9s","6s,3c,9c,6h"
"5h,2h","8c,Kh,9d"
"7d,Qs","8c,Js,5s,5d,9d"
"7h,Kh","5d,Ts,Ad"
"6h,3h","7h,6d,3c"
"3c,Kd","8d,6h,6d"
"Kc,Ah","2d,2h,4c"
"Kd,9c","3c,8d,7d,8h,8c"
"4d,2d","Qh,6c,Jh,Kh,Kc"
"7d,Ah","Ks,3c,4c,Js"
"Kh,7h","5s,7c,3c,Js,As"
"Jd,8c","Kd,6h,4h"
"2d,Qs","7c,5h,6h,Tc"
"7d,Js","8s,5c,3h"
"Ks,Td","Th,8s,7d,5d,As"
"Qd,Kd","Js,8d,9d"
"Td,Ks","2c,8c,Qd,2s,Js"
"Th,Ah","Jc,5d,7h,3d"
"Qh,2d","Js,Qc,3d,5h"
"Ac,3c","2c,5d,4c"
"Th,2s","2d,8c,4h,8h"
"7c,9s","Ts,4h,3h"
"2c,Kc","5c,Tc,5h,2s"
"3h,Ts","5s,8h,4d,7c,4h"
"Td,3d","6h,3h,7s,As"
"2d,3d","Th,Ah,9c,Js,Ac"
"3d,Td","4c,5h,6s,4s,Jc"
"8s,3c","Td,Qc,Ah,5c,4h"
"8s,7d","6h,3s,6c,8c"
"Kd,Tc","9c,Kh,4d,Qs,7h"
"6d,9d","Ad,3d,3c,5s"
"9h,7h","8s,Ad,Js"
"Js,7c","Ah,9h,9d"
"6h,Kh","Qc,Ac,9c,Kc"
"7s,As","5d,8d,Ks,Js,4s"
"Ac,Kh","2s,Kc,9s,Kd,As"
"As,4s","9c,8d,Jc,7h"
"Kd,Ah","4d,Js,6s,2d"
"7c,2h","9h,Qc,Qs,Ac,Qh"
"Qs,9h","Qd,2s,4d"
"6s,4d","9d,Ah,8d,Kc,Kd"
"7d,Kd","Qc,7c,Ac"
"Kh,Jd","3c,Kd,5c"
"2h,8c","3h,Td,5c"
"2h,9c","Qd,8d,7s,4h"
"4h,Ah","Kc,6c,As,5h"
"6h,8d","9h,9s,4h"
"5d,Kd","8d,Js,Jd,6d"
"3s,Js","3c,7s,6d,Qs"
"5d,8h","7c,9c,2s,8c"
"2h,Ks","5d,7h,Qs,7d"
"2c,9s","7h,6s,3s,6h"
"9s,2s","Tc,Jc,Ac"
"7d,5d","9s,Ac,9d,Tc"
"Ks,Ts","As,2s,Js"
"Ah,8h","4d,5d,9s,7c"
"7d,9c","7c,Jd,5h,Kd"
"6h,Ad","8h,3s,3d,Td,7c"
"As,Td","Qs,Qd,9s"
"Ad,Ks","Td,9s,4d,9h,8s"
"3s,Qc","9c,3h,Qd,Kc"
"5s,3s","9c,2c,5d"
"7h,9h","4c,Qc,5c"
"6s,4d","Qs,4s,Jd"
"7d,Ac","Kc,Th,2d"
"7h,Jh","7c,Kd,4s,4c"
"8d,7d","Tc,5h,Qc"
"6c,2h","9d,3d,5d"
"4c,8c","2c,9c,7d,7h,7s"
"Td,Ac","Kh,3s,Qs,9d"
"4h,Ah","9c,Qs,3d,2s,Ad"
"7s,8d","9c,8h,5d,2s"
"Kc,4s","3c,5c,8d,Kd,4c"
"7c,Kh","3h,Js,Jh"
"2c,5h","4s,4d,2h,5c,3c"
"Qh,6d","Th,9s,Jh"
"Tc,Ks","Js,5h,5c"
"Jh,Kd","2c,4h,2s,Qh,3s"
"Jh,4c","9s,Ah,3c,6h"
"5c,Jd","6c,8d,2h,9s,Qs"
"5d,7d","3h,4s,Qc,8c,4d"
"4s,Kh","Kd,7s,Qs,4d"
"5s,Js","Jd,6d,8s,Td"
"Ac,2c","Ah,5h,8s"
"6h,Kd","9s,5h,2h,2d"
"3h,8d","Js,3d,4h,3c"
"9d,3d","Ac,Js,Td,6h,Kd"
"9h,Kd","Jh,Ks,Jc,Td,6s"
"8c,9h","3s,7s,4s,Ah"
"5s,3d","4d,Jh,As,Td,Kc"
"5s,3s","Kd,6d,Ah,7c,Ac"
"2c,4d","Qd,7s,Ah"
"Td,4d","Qd,4c,2d,Ad"
"5d,Td","Ah,As,3d"
"9d,Ad","Td,2d,Ts,Th"
"5h,Ah","Qc,Js,5d,6d,Qs"
"Kd,Ah","5s,As,4c"
"7d,6s","8c,7h,2d,9d"
"5c,5s","2s,9s,9c,5d"
"6d,Qd","9s,5s,3d,Jc"
"8d,7h","8c,Kd,2s,Ac"
"9c,8s","5d,Qc,2s,Qs"
"2d,4c","3c,Jc,6d"
"Td,9s","9h,Ac,5d,3s,Tc"
"9c,9h","Qs,7c,Kh"
"5c,Qc","4s,7c,7s,3d,4d"
"9d,9c","4s,7h,8h,Ks"
"7s,Ad","2h,2d,9h"
"3d,Kc","4h,4d,Td,2s,8d"
"As,2h","Jh,8h,Ac,6d"
"6c,9s","7c,Ah,2s,8h"
"Jc,9c","7s,8h,6h,Td"
"5h,6s","Ks,9d,Qc,6d,As"
"Qs,3c","Jd,Js,5h"
"Th,As","2c,Ts,Qc,4c,Qh"
"Ts,7s","5d,7h,Th,Ah,5c"
"8s,Jd","Qh,4s,9s"
"Ks,8d","7h,4d,Qd"
"3d,Kh","3c,6c,2s"
"Qs,3c","2h,Th,Ah,9c,4h"
"Td,8h","6c,5h,6d,Jd"
"Qc,3h","7d,9h,Ts,9c,3s"
"Ah,5d","6d,Kd,8s,4s,2d"
"Td,6c","Jc,7h,9d,7c"
"2d,7s","2s,Th,9s"
"2d,3c","Ah,8s,Th,6d,4h"
"3h,Qs","9h,5s,7d,4c,Js"
"Ac,7h","5c,8s,2s"
"Qc,Ah","8d,Ac,Ts,3c"
"3h,Ts","As,5h,2c,Ks"
"Qs,3s","2h,2s,8d,5h"
"3d,5h","3h,2c,5d"
"9c,7s","2s,3s,4c,8h,Jd"
"Ts,4d","Jc,3h,2s"
"9d,Ah","Qs,Jh,5d,6h,Kh"
"9s,7s","Kc,Jd,Ah"
"3s,Jh","5s,Ac,Th"
"6s,5c","9s,2h,9d,9h"
"5d,Ks","7c,9s,7h,Kh"
"7d,Tc","Kh,5c,7s"
"6h,3c","7c,8d,9s,Ad"
"Tc,5d","Qc,7s,Ah,Jh,Js"
"5d,2s","Qd,8h,2d,Js"
"6s,8c","Ad,Ks,Ah"
"3s,Jd","5h,5c,6c,2h,Ts"
"3d,3s","As,2h,Js,7d,7h"
"3s,Ah","3c,Th,Td,9h,Kd"
"2d,9s","7d,Jd,6s,Ad,3d"
"Ts,Qd","Ac,9s,Ah"
"Qh,3h","4s,4c,2s,7h"
"9h,5h","2s,Td,9d"
"6h,9d","5s,3h,7s,5h,9c"
"6h,Ac","6s,4h,8s"
"Ad,Js","Tc,Td,4s"
"Jh,3h","Jd,9d,2d"
"9s,5c","5h,8d,4d,Ac"
"7h,3d","3s,4h,7d,Kc,5s"
"3s,2d","Qd,4d,Jc"
"5c,2s","6d,8h,5s,6c"
"3d,2d","4d,Kc,5h"
"2h,7s","3h,Kc,Ts,7c,8s"
"4s,As","9h,5c,7c,8h,Qs"
"6d,2c","Js,8s,5h,3c,3d"
"7h,Js","Qc,6c,Ks"
"9c,6h","Js,8d,Ad,8s"
"5s,7h","Qs,Ts,3d"
"Ad,Jd","Tc,3c,Kh"
"Kd,3s","7s,Jc,2h,9c,7c"
"Ah,Kh","Kd,4c,8d,Th,Qc"
"4d,9c","6c,9h,4c,5h"
"7d,3s","8h,7c,Th,Kc"
"2s,9c","2c,3d,8d"
"4s,9h","7d,7c,6d"
"7d,Qd","Qs,Jc,3d,Ac"
"4c,8c","7c,Td,Qs,2d"
"Ac,3h","5h,5s,Qd,Kh,8d"
"9d,5d","5h,Qd,6d"
"6c,Th","7s,7c,8c,4s"
"3d,6c","8c,Qs,7s,7d"
"5h,9d","Td,4c,Ts,As"
"7d,Ks","Ac,5d,Qc,Tc,Ad"
"Qh,7d","2c,Ad,Jh"
"Kh,8s","6h,7d,Td,Qh,8h"
"Qc,8c","2h,Jd,6c,Qd"
"Ah,4h","Jh,Ad,6s,5d"
"3h,8s","4h,Ah,4d,Tc,3d"
"5s,Ad","5d,Jh,Ah,Th"
"3s,6c","2c,5d,Ts,Ac,Kc"
"Js,As","2d,6d,Kc,5h"
"Ac,Qh","2h,6d,7c"
"Kc,Th","Qc,5c,2d,3d,5h"
"4c,Qc","4h,4d,3d"
"Ac,Js","Th,8h,2h"
"Qc,Jd","3h,2h,7d,6s"
"As,6s","2s,5s,Th,2d"
"Jc,5s","6d,2d,7c,Qh,3d"
"2d,Qh","9h,6h,6s"
"8s,4h","9s,Ah,7h,3c,Jd"
"6s,4s","5d,7d,9c,Kc,Ts"
"Ts,8s","4s,4c,5s,Qs,Ah"
"Kh,Ad","7d,Kd,Ah,7s"
"Ad,2d","As,Js,Qh,4c,9c"
"Jc,7c","8h,2c,6s,Qd,7s"
"Jh,5h","Ah,7s,Ks,Ts"
"5c,Qc","3h,Js,2h,Kd"
"9d,7h","5s,Tc,2h,4s,5c"
"9c,9s","6d,Qh,7d,Tc,4d"
"2h,Ah","7s,3s,2s"
"2h,Ks","7s,Jh,9d"
"8c,Ah","4h,5c,8d,2s,Kd"
"5c,3d","3s,8h,Tc"
"Qc,3d","4s,8d,Js"
"5d,Kc","5c,6s,7s,9s,Td"
"8h,As","Qs,5d,6h,4c,9h"
"6s,8d","Ts,2s,Th,3c"
"Ks,2d","8h,5c,8s"
"Jd,Ks","3d,8s,5c,Qc"
"5c,6s","5s,Jh,Tc,6d"
"5h,Kd","2c,8c,3s"
"Ks,Ad","Qc,9c,2h"
"6d,5d","6c,9h,8s"
"Ah,Ks","6d,4c,Qc"
"2c,Th","Ad,6d,Qh,7c,Qs"
"Kd,Js","6h,3s,Ah"
"Th,Qd","8c,7d,Ac,8d,9c"
"Ad,Ah","3c,5s,8c"
"4s,8h","7h,3c,2d"
"Ad,Td","9c,5s,Kc,Qh"
"5s,5c","6d,As,3h"
"3d,Qs","Ks,Jh,2d,9h,8h"
"6h,Qc","8c,Qd,9c,9s,Jh"
"9s,6d","4s,8c,2h"
"2c,3s","8s,Jd,Td,Qd,Js"
"3c,9c","8s,7s,Tc,Th"
"Ad,6c","9c,7s,2s,4d,9s"
"7h,3h","5c,Ac,3s,Kd"
"4c,4s","5h,7h,Qh"
"As,5d","2h,6d,9h,4c"
"As,5s","Ks,3c,Jd,6c,Jh"
"2c,Ah","7s,Ks,Kh,5s,Ts"
"Qc,3c","Ah,Qh,Jh"
"Kh,2h","5s,Qc,Kc,Tc"
"4s,7d","6h,6s,Td,4d"
"3s,5c","8s,4c,Qd"
"Jh,4d","Qh,Jc,6s,9c,7h"
"9s,2c","8d,As,Ts,5d,6c"
"2c,As","3d,6h,Ts"
"Jh,4s","5d,Kd,3c"
"4c,2c","8h,4s,7s,Jd,Kc"
"7h,5d","Qc,8d,Td"
"9s,7c","Ac,Tc,2h"
"8h,5d","9h,4s,8c,6d,8s"
"Ad,6c","Kd,7c,9h,Kh"
"7c,9s","9d,3h,5d,3d"
"Ah,9h","Qd,6d,Jd"
"5c,7h","4s,8h,6h,Kd"
"8h,2h","6h,4h,Ah"
"2s,8s","Js,5d,2d,Ad"
"5s,Qh","4c,8s,4h,Tc,7d"
"5s,Ks","7c,Ah,2c"
"7s,Jh","4c,3d,Qd,Td,7h"
"9c,Th","Ad,8d,8h"
"7h,4s","Ah,Tc,5h,2h,Ts"
"Jc,5c","7d,6c,Kd,Ac"
"3s,5d","Qh,7s,3c,4c,5h"
"9s,3c","Kh,Jd,6h"
"6h,8s","Qh,7s,8c,Ts,Js"
"2d,Ac","5s,Jh,5d,Qc,4d"
"5h,Kh","5d,Qh,9c"
"8s,7d","7h,4d,Qc,3c"
"Qh,8c","3d,8s,Tc"
"6s,3s","7h,4d,4s,5c,Qd"
"Ks,Td","6s,6h,5d,Ad"
"6s,7s","Ts,Th,8s,Td"
"7s,9s","Jh,3h,Ad,2c"
"Qh,3h","8h,Qc,5d,2d,5c"
"Ac,8h","6s,8d,6d"
"Qc,Jh","6d,7s,3s,2c,Kc"
"Ac,8d","7d,Ts,Qd,6s,7c"
"Jc,Ts","6c,5c,6d,3h,5s"
"6d,Qs","9h,Kh,7d,As"
"8d,Tc","3h,Jh,2c,Js"
"8d,Js","Jd,Td,5h,Ah,2c"
"Ts,9h","Qs,2s,Ad"
"5c,Qh","6h,6s,3s"
"2s,7c","Kc,9s,Qc,7d"
"2s,8s","Qs,7s,Ad"
"3c,6h","2s,5s,4s"
"8s,Qs","7c,Kh,Kd,3d"
"6h,9h","9s,Ah,4d,8c"
"Ac,7c","Jc,4d,2s,7s,Td"
"7d,7c","7s,Kc,5d,Td"
"4d,Jc","7c,Ks,2s,Qd,2h"
"7h,4h","5c,4c,Qc,6h"
"Js,6d","4c,7s,Jh,Qh"
"Qd,3s","4h,Ad,Ah,2d,Ks"
"4d,2d","3h,7h,8d,6s"
"8c,6d","5c,Kh,Jc"
"2s,Ah","Jh,Qs,Ac"
"Jd,4d","6s,Ah,Qd"
"Td,4h","7s,8s,6d,5h,8c"
"8c,8d","3h,2h,Td,Js,7s"
"8d,Qh","7d,4d,Th,5h"
"As,Qs","7h,Kc,3h,4c"
"3s,9h","6c,3h,Ac,Qh,8d"
"As,Qc","2h,Ac,Qs,4d"
"Kh,8h","Qd,6h,Jc"
"7c,8d","Qs,Tc,9d,8c,Kc"
"8h,5c","Ad,6d,Tc"
"5h,Qd","3s,Jd,Js,8h"
"2c,3s","8c,6d,5c,Qc"
"Qh,6h","3d,9c,Kd"
"5d,Kc","Ac,Qc,9c"
"7h,4s","Jh,Kc,Kd,3c,4h"
"Td,Jd","4d,6d,Qd,Th,4c"
"2s,Ah","Jh,6d,Qh,3h"
"Jd,5c","4h,Th,4d,Tc,2c"
"Qh,Ad","2h,Jh,Qd,Kc,4d"
"3s,Kd","Ad,Qh,7d,6s,4d"
"8c,Ad","8d,Jd,3d"
"7s,7h","9h,6s,Ac"
"Qs,3h","3s,4h,Jc,Ts,8h"
"Ks,2d","Th,5s,Ad,6c"
"2c,Jh","3s,5h,Ks,2s"
"Ah,Qd","Qc,Jh,Td"
"3d,5d","Ah,Ad,4d,9h,Ac"
"Kh,Qd","Td,8h,Qh,6d"
"4s,Kh","Kd,Tc,6c,2s,9d"
"9d,Qc","3c,7h,Ts"
"9s,7c","6h,Tc,Qc,4c,5d"
"2d,3d","Qc,3c,4c,2c"
"9c,2h","Qc,4h,8d,Qs"
"6h,4c","8c,Jc,8s"
"7d,9s","3s,4h,Qh,4c,8d"
"3h,Kc","Jc,Kd,2s,Ks,Ah"
"4d,Kd","Jh,Jc,As"
"5h,9d","Kh,5c,6h,2d"
"Kh,3c","Kc,Qs,3h"
"Th,Qh","9d,Ah,4h,Qd"
"Kd,8c","2h,4d,7s"
"Ah,8h","8c,8s,Jd"
"5d,Jc","2h,4d,8d,Td,3d"
"Qh,8c","8d,Jh,Ts"
"7h,8h","3d,Jc,8d,3s"
"Ah,Qc","Qs,2h,Jc"
"7d,7s","8h,8d,2h,6c"
"8c,Ah","9c,7c,Tc,6s,Ac"
"Kc,2c","Tc,Td,8d,As"
"9s,Qs","Ac,7h,Kh"
"3s,Ts","3h,5h,Td,As"
"Kc,7d","4d,Kh,Jd,2s"
"Ts,Qc","6h,3d,Ah,8s,Jc"
"Qh,8d","Kc,7s,Qs,7d"
"5s,8h","6c,Ad,Kd,As"
"9h,3s","2h,2d,7c,3d,6s"
"Th,5d","6h,Js,6s"
"8d,Ah","Qd,Kd,Kc,Ks"
"5s,2s","Jd,5d,8h,4c,6s"
"Jh,Kc","Ah,8h,Kd,7d,9c"
"9c,9s","Qh,8c,Td"
"9h,As","7d,Tc,Th"
"9h,Ts","5d,3h,Ad,5h,8h"
"6d,8h","7s,Tc,9s,Js,5s"
"3s,6c","8h,Ts,8d,3d,Kd"
"5c,Th","Qd,7h,7c,4h,8d"
"2s,Jc","Qc,Qh,Qd,9d,5d"
"9d,6h","8d,4c,5d"
"Js,Ac","Jc,6h,Qd,2c"
"Jc,3s","5h,Ac,7c,6d,Kc"
"5d,Jc","8d,3d,2s"
"Jh,5d","3h,9d,Th"
"9h,4c","Qd,Kh,3c"
"6c,7c","8c,4h,Ah,2s"
"Qd,2h","6c,Js,9s"
"Kc,8h","6s,Js,Ac,5h,7d"
"Jc,Qc","9d,9h,6d,2d,Tc"
"7s,4h","Ah,3d,Td,8s"
"6s,7c","8c,Qs,9c,Tc,9d"
"9c,Jc","5s,Qs,3c,4c"
"8d,4c","7h,7s,3h"
"Qc,2s","7s,9c,3h,Ks"
"4s,6d","Jc,5s,2c,5h"
"8d,Kd","8h,6h,7c,4d"
"2d,9s","Kd,4s,3s"
"7c,4c","9s,8d,7d,9h,7s"
"Th,6s","5c,7c,2c,Qd"
"2h,5h","Jh,Qh,8h,Kd"
"As,Kd","Ah,Jh,Qh,9h,2d"
"Qh,Ks","3s,6h,7d,Tc,Kc"
"6c,As","4d,9c,8h,Jd"
"5c,5h","6s,Ad,Th,4c,Qs"
"7d,4d","6c,Qs,Kh,Ac"
"4h,Tc","2d,4c,9d,8d,As"
"4c,Ts","2h,9s,3d"
"Ah,Qc","7h,4h,Kh,2s"
"2d,6c","Th,7d,3h,Qd"
"6c,7c","Ad,4d,2c,8h"
"Ac,Ad","2s,9d,3d,8d"
"Jh,4h","Td,5s,3s"
"Ts,Kh","6s,3c,6c,Qh,4c"
"4c,9c","5c,3d,3c,4s"
"2h,Qc","5h,Jc,Jd"
"2s,Tc","Kh,5h,Jh"
"Ac,2d","8s,5s,8c,Ah,7s"
"Qc,7c","7d,5h,6s,9h,4c"
"Ac,Qd","Kh,8d,Qs,Ah"
"Kd,Jh","Kh,7s,Tc,Th,3s"
"2d,Qh","7c,Jd,8h"
"5c,9c","Th,Tc,7h,7s,8c"
"As,Ad","Ac,5s,3d,3s"
"Ah,Ad","Js,Qd,Jd,2c"
"9d,8c","4d,3s,Th,7s"
"5d,2c","Qh,6s,Tc,Kh"
"Kh,6d","5s,Js,9h,Ad,9c"
"6d,7d","7s,Ts,9s,8h,8s"
"Jh,5h","Kc,Ad,2c,Kh,7d"
"Js,2s","Ks,As,9h,Kd,3d"
"7s,Jc","8c,5h,7d,Ah"
"Kc,Qc","9h,Jd,2h,Ah"
"5d,8h","7c,7d,2c,9h,9c"
"Th,2s","6s,Ad,Kd"
"4c,Qh","Tc,Kh,Js,8d,7h"
"7s,Kh","Ah,Ac,5d,6s"
"Ah,4c","Ts,Jc,Ad,Th,5c"
"4h,Td","6c,8s,Kd,4c,7c"
"Kh,Ts","Kd,8h,5d,4c"
"8s,3d","Kd,8c,7s,7h,8h"
"4s,6h","6d,Tc,Ks,Jh"
"4c,Js","6d,7h,Td,Jc"
"5h,6d","9c,7h,Kh,Td"
"Kd,Kh","8d,9h,Qd,7c"
"7s,3c","Th,7d,Qc,3h,As"
"8d,9d","3h,9h,Js,2s,Th"
"Kd,8d","Qh,Jd,8h,Qc,4s"
"Td,3s","Th,8d,Qs"
"Js,Td","2s,5s,6s,5d,8s"
"Ad,Jd","3h,8h,7c,2d,6h"
"8s,Ah","7c,2s,8h"
"4c,7s","Js,Kh,7d,8s"
"Ks,6d","Ah,Tc,3s,9c,8s"
"Kc,9h","2h,9c,8c,9d,2c"
"9c,Kd","3d,Qs,5s"
"5s,Kh","5c,8d,9h,8s,5d"
"Th,Td","Ks,Ts,6h,Js,9c"
"6d,5d","5c,Qs,Jh"
"Jd,Ks","Qc,5c,8h,8d,Kd"
"Qs,6h","5c,Kc,6c,8d,8h"
"Jh,8c","Qc,2c,Qh,6h"
"Ts,7d","8c,4h,3s,Jh,2h"
"Tc,Th","5d,3c,Qc"
"5h,6s","Ad,8h,8c,3h,7s"
"5d,Qh","8h,2c,3s,Ad,5h"
"7h,Qc","8d,Qh,9c,6c,Ac"
"As,Jh","Ac,3s,6c,Kd,Js"
"2d,2c","8s,Jh,2h"
"3s,6h","9h,Qh,7d"
"8c,5s","Td,As,7h"
"Ad,9s","Ks,4d,6h,As,Js"
"8d,4d","3s,8c,2s"
"Qc,Td","Ks,8c,Jh,7c,Ad"
"As,3d","8c,Jd,6s,5d,9d"
"7c,8s","3h,6s,Jc,9s,4d"
"4s,Kh","7s,Th,Tc,4c,Td"
"Qs,6c","Jc,7d,Jh,Tc"
"Tc,7h","8d,Ad,8c"
"3s,5d","8c,Td,2c,7s"
"Kc,3s","As,9h,Th,Jc"
"9d,Jc","As,3h,Ts,2d"
"7h,Ks","Kd,8d,Th"
"2h,Ad","9d,7s,3d,5c,4c"
"Qc,Qd","3d,7s,2s"
"4h,9h","6h,Tc,8h,5s,Ts"
"Ks,Ac","3c,3d,Tc,2d"
"6h,Ts","9d,Ad,5h"
"3c,4h","Kc,4s,Jc,2h,Ah"
"Th,3s","Ts,5h,Jc,Jd,Ac"
"Ts,Qd","Td,7d,3c,8c"
"7d,Js","Jc,Th,4s,8d,Kh"
"5s,Kc","6c,Jd,6s"
"3s,Jc","5c,3c,9h,Ks,Qh"
"Jd,6c","Kd,2h,7s"
"2s,Qd","8d,4d,6s,Ah"
"6c,9c","Jh,Qd,5h,3d,3s"
"9d,2d","5h,7h,3h"
"9h,6c","9d,3h,7h,2h"
"Ac,Ts","2s,2c,8c,Ad,8h"
"4d,Kd","Jc,Tc,5s,As"
"5h,Ah","Ks,7d,9d,Kc,6c"
"8h,5h","Ac,Jc,9s"
"6h,Qs","3d,6d,4d,Ad"
"3h,8c","Kh,7h,Jd,Qc"
"Ts,9d","2c,4s,6d"
"9c,Ah","Js,7d,2c,4c"
"4d,4s","Qs,Ts,Ah,Qh,4c"
"9s,5h","Kh,9h,Ks"
"9s,9d","2c,4h,8s"
"Tc,5s","2h,7s,4d"
"4d,9c","8s,Kd,5d,As,2h"
"6s,Kh","Jh,3c,2c,7s,9h"
"5h,7s","4d,Ad,Qd,7d,8s"
"9c,7d","5s,Kh,2d,4d"
"5d,5c","9s,Ks,4s"
"Th,As","9d,8d,7d,3h,2d"
"8s,3s","Ah,4s,2s,Jh"
"Th,5s","Kd,Qc,Js,Jh"
"Jd,Kd","Kh,9h,2h,8s"
"Kh,Kd","3d,3h,Qs,2s"
"2d,Jc","4c,6d,2s,As"
"6h,2d","8c,2c,Qh,Ks,5d"
"Qd,8d","2c,6d,Tc,7h,7d"
"Js,6h","Kh,5s,Kd"
"Tc,Qd","8c,Qc,9c"
"7s,4d","8s,Kc,Jd,8d,6c"
"9d,4h","5d,6h,5h"
"Ts,4s","Th,Qh,Jd,Kd,6d"
"9s,Ad","Ks,2s,3c,4d"
"Ks,7h","4s,3h,Js,2h,8s"
"8s,Qs","Ks,6c,5h,As,Qc"
"5s,2d","4d,3c,9d,Kh"
"8c,2h","Ts,7c,6c,2c"
"Td,2d","9h,8c,5s,3c"
"8h,Kc","Jc,Th,Js,4h,6c"
"6h,3c","Jh,4d,3s,8h,Qd"
"Ts,Jd","9s,4d,9c,7h,Td"
"8s,Ah","5c,Kh,Qs,5s"
"7d,8h","Kd,6h,Ks,5h,Qs"
"6d,7d","Kh,5c,Td,7c"
"Ts,2s","2c,7d,As"
"Ah,Th","Ks,Kc,9c,9h,6h"
"Ks,As","4c,Ah,Jc"
"Ad,Ks","Qs,Td,Kh"
"6c,Kh","Tc,Qh,3s"
"4d,6h","2c,4h,9s"
"6h,4s","Ac,5d,3h,Tc"
"Td,6h","8h,2c,Jc,9h,4s"
"Td,4d","2c,Ts,9d"
"Th,4c","3c,8c,7h,Js"
"Kd,4c","Jd,Ad,2c,7c,Ah"
"Jh,6c","Kc,Ah,6d"
"8h,5d","4c,7c,2d,Th,7s"
"Qs,Tc","9c,Kh,Ah"
"7c,2c","7s,7h,3s,Tc,5c"
"2h,4h","Qs,7c,9s"
"Ts,3h","7c,2d,3c,9c,4c"
"2s,Jh","5d,Qs,9s,4d"
"Qh,Ac","Ks,8c,6c,8s,Th"
"6d,Ac","3c,5s,4d"
"Kh,3c","Ac,3h,7c"
"4s,2c","Jd,Ac,Kc"
"8s,Ad","2h,Kc,Kh,8c"
"2h,8h","2d,Qc,3h,2s"
"7s,Ts","Qc,Jd,2c,7c"
"9h,6s","Qc,6h,5c"
"Kc,7h","7s,3c,9d,6s"
"4h,Kc","Td,3s,7h,Kd"
"Jh,As","Qh,6h,Qd"
"4h,7h","3d,Jh,Ad,7d"
"Th,8s","6s,4d,Js"
"7h,Kd","7d,3s,Kh,8c,4c"
"5h,3s","6d,7h,6h"
"Qd,Js","3s,5h,Qc,5c"
"5d,Kh","Qd,3s,7s"
"2d,7d","5c,Kc,Jc"
"3s,4d","9c,Qd,7d"
"8s,7c","8c,Qd,Qh"
"6d,5s","2c,7c,3c,2s,Qd"
"4c,Ts","Tc,9h,Th"
"Kd,Qs","3c,6s,Jh"
"6s,3d","3h,7s,4h"
"Ts,9s","3c,Jh,8s"
"4c,4d","Kh,2s,3d"
"Qs,As","Th,Ts,Tc"
"Qd,6h","2h,4d,8d"
"8c,Kh","8d,9s,9h"
"Kc,6s","4h,Ts,2d"
"7d,Ad","4d,7s,2h"
"Kd,Kh","8c,Th,9h,5s"
"Qh,Qc","3c,Qd,8h"
"Qh,7h","Kc,4h,8d,5d,Jc"
"8s,7s","Jc,3d,Jd,6c,7c"
"5d,Jh","3d,Kh,2h,8d"
"7s,Ad","Ks,8s,8h,9h"
"4s,Tc","3s,6d,Ad,7d"
"8s,8c","7s,2h,3d,2s,Kc"
"4c,5s","5d,4d,Ac,6h,Js"
"5d,2d","Kd,Ad,Ks,2s"
"5c,5h","Kh,3h,3d,8h"
"6h,5h","Kh,7h,3c,Ks"
"Js,7s","Jd,Kd,6s"
"2c,Ad","7s,Kd,4h,9c"
"Qc,Ac","Qh,4h,Ad,8s,7h"
"8c,7c","As,3s,6d,2d,Ad"
"5c,Qh","9c,As,Kd,Js,Qs"
"9d,Jh","Tc,Ac,8c"
"Qc,6d","4s,2h,7d,7s,8c"
"7h,Kh","5s,Ac,6s"
"Th,8c","3c,Qs,5h,9s"
"8c,9s","Ac,Ad,3d,3c,5h"
"Qc,Qs","9d,3s,Tc,7d,Ah"
"6s,Th","Ah,9c,Jd"
"5c,9d","3s,Jh,5d"
"Ks,Qc","Qs,7h,9h,4c,2c"
"8c,4d","Ah,Qh,3d,2h"
"5s,2c","3s,3c,Kh,2h,7c"
"8h,9d","7d,5s,4s,Ah,Qc"
"Ks,Qs","Ts,5s,6s,Js,4s"
"5h,3c","8d,3h,8h,2d"
"2c,9h","Qd,Jc,3d,9d,9c"
"9d,Qc","Td,4h,Tc"
"Jd,Jh","Ah,3c,9h,5h"
"Th,Ks","Tc,Kd,8s"
"Ah,5h","6h,Th,9d,Ad"
"3d,7c","6c,4c,7h"
